,gender,age,race,location,risk,workers number,annual turnover,principal,legal status,establish time,credit purchase,funds injections,previous turndown,written plan,regular management account,product or service development,business innovation,loss or profit,credit balance,finance qualification for manager,turnover growth rate,final outcomes,Binary Y,new annual turnover,new workers number,new funds injections,new location,new gender,new establish time,new race,new age,size
2056,1,3,1,11,2,2,5,8,1,6,2,3,2,0,0,0,0,1,1,2,1,2,1,3,1,2,1,1,1,1,1,0
2057,1,3,1,8,2,1,3,1,2,6,1,1,2,0,0,0,0,3,2,2,3,2,1,2,1,1,0,1,1,1,1,0
2058,1,3,1,11,2,1,5,8,1,6,1,3,2,0,0,0,0,1,1,2,3,1,1,3,1,2,1,1,1,1,1,0
2059,1,3,1,12,2,2,5,1,1,6,1,1,2,0,1,0,0,1,2,2,2,1,1,3,1,1,0,1,1,1,1,0
2060,1,2,1,5,1,2,3,8,4,5,1,2,2,1,0,0,0,1,3,2,2,4,0,2,1,2,0,1,1,1,0,0
2061,1,2,3,4,4,3,6,7,4,6,2,1,2,1,1,1,0,2,1,1,4,4,0,3,2,1,0,1,1,0,0,3
2062,2,3,1,4,4,1,1,4,1,3,2,3,1,0,0,0,1,1,1,2,2,4,0,1,1,2,0,0,1,1,1,0
2063,1,2,1,5,4,2,1,1,2,6,2,3,2,1,0,0,0,1,1,1,3,1,1,1,1,2,0,1,1,1,0,0
2064,1,2,1,5,3,2,6,1,2,6,1,2,2,0,0,0,1,2,3,2,4,1,1,3,1,2,0,1,1,1,0,0
2065,1,2,1,9,3,2,5,3,4,5,1,3,2,1,1,0,1,1,2,2,2,4,0,3,1,2,0,1,1,1,0,0
2066,1,4,1,5,4,2,5,7,3,6,1,1,2,1,1,1,1,1,3,2,2,2,1,3,1,1,0,1,1,1,1,0
2067,1,3,1,2,1,3,8,1,4,4,1,1,2,1,1,0,1,1,6,1,1,1,1,5,2,1,0,1,1,1,1,3
2068,1,2,1,4,4,1,2,6,1,6,1,3,2,0,0,1,1,2,1,2,4,3,0,1,1,2,0,1,1,1,0,0
2069,1,3,1,10,4,3,6,7,4,5,1,1,2,0,1,0,1,1,3,2,2,1,1,3,2,1,1,1,1,1,1,3
2070,1,3,1,10,3,1,2,2,1,6,1,1,1,0,0,0,0,1,1,2,3,1,1,1,1,1,1,1,1,1,1,0
2071,1,2,1,3,3,3,10,7,4,5,1,3,2,1,1,0,1,1,3,1,4,1,1,6,2,2,0,1,1,1,0,1
2072,1,2,1,3,4,2,5,2,2,3,1,1,2,1,0,1,1,1,1,2,1,2,1,3,1,1,0,1,1,1,0,0
2073,1,4,1,1,2,3,8,1,2,6,2,1,2,0,1,0,1,1,6,2,2,1,1,5,2,1,0,1,1,1,1,3
2074,3,3,3,1,1,2,7,1,2,6,1,2,2,0,0,0,1,1,6,2,2,1,1,4,1,2,0,1,1,0,1,0
2075,1,4,1,9,2,2,5,1,2,6,1,1,2,1,0,0,1,1,1,2,1,1,1,3,1,1,0,1,1,1,1,0
2076,3,3,1,9,2,2,1,1,2,6,2,3,2,0,0,0,0,2,1,2,3,1,1,1,1,2,0,1,1,1,1,0
2077,1,3,1,12,4,2,5,1,2,6,1,1,2,1,1,0,1,3,1,2,3,1,1,3,1,1,0,1,1,1,1,0
2078,1,3,1,3,1,2,6,1,2,6,1,2,2,0,0,0,1,1,2,2,2,1,1,3,1,2,0,1,1,1,1,0
2079,1,2,1,9,1,2,6,1,2,4,2,1,2,1,0,0,0,1,3,2,3,1,1,3,1,1,0,1,1,1,0,0
2080,2,4,1,1,3,2,8,7,1,6,2,1,2,1,0,0,1,1,2,2,2,2,1,5,1,1,0,0,1,1,1,0
2081,2,3,1,6,2,2,1,7,1,3,2,1,2,0,1,0,0,1,3,2,3,4,0,1,1,1,0,0,1,1,1,0
2082,1,3,1,9,2,1,5,5,4,6,2,1,1,0,0,0,1,1,4,2,3,1,1,3,1,1,0,1,1,1,1,0
2083,1,2,13,10,4,2,2,5,4,3,2,1,1,0,0,1,1,1,1,1,1,4,0,1,1,1,1,1,1,0,0,0
2084,2,2,1,7,4,3,5,5,4,5,1,3,2,0,1,0,0,1,3,2,2,1,1,3,2,2,0,0,1,1,0,3
2085,1,2,1,2,4,2,5,2,1,4,1,3,2,0,1,0,0,3,1,2,1,2,1,3,1,2,0,1,1,1,0,0
2086,1,3,1,6,2,2,5,1,2,6,1,1,2,0,1,0,1,1,2,2,2,1,1,3,1,1,0,1,1,1,1,0
2087,1,2,1,3,2,1,2,6,1,5,2,2,1,1,1,0,1,1,2,1,3,4,0,1,1,2,0,1,1,1,0,0
2088,1,2,1,6,2,2,1,1,2,6,2,1,2,0,0,0,0,1,1,2,3,1,1,1,1,1,0,1,1,1,0,0
2089,2,3,1,10,4,2,5,8,4,1,1,1,2,0,0,0,0,1,5,2,3,1,1,3,1,1,1,0,0,1,1,0
2090,1,3,1,1,4,2,6,1,2,6,1,1,2,1,0,0,1,1,4,2,2,2,1,3,1,1,0,1,1,1,1,0
2091,1,4,1,1,2,2,5,1,3,5,2,1,2,0,0,0,0,1,1,2,4,1,1,3,1,1,0,1,1,1,1,0
2092,2,2,1,7,4,2,6,6,1,4,1,1,2,0,0,1,1,1,2,2,3,1,1,3,1,1,0,0,1,1,0,0
2093,1,4,1,7,2,1,1,7,1,6,1,3,1,1,1,1,0,3,1,1,3,2,1,1,1,2,0,1,1,1,1,0
2094,1,2,1,7,4,2,4,3,4,4,1,3,2,1,1,0,1,1,2,2,2,2,1,2,1,2,0,1,1,1,0,0
2095,1,2,1,1,3,3,8,3,4,4,2,1,2,0,0,0,0,1,3,1,2,1,1,5,2,1,0,1,1,1,0,3
2096,1,3,1,1,2,3,5,6,2,6,1,3,2,0,1,0,0,1,1,1,4,1,1,3,2,2,0,1,1,1,1,3
2097,1,3,1,1,2,3,9,6,4,6,1,1,1,0,0,0,0,1,4,1,4,4,0,5,2,1,0,1,1,1,1,1
2098,2,3,1,1,3,3,8,7,4,6,2,1,2,1,1,1,1,1,6,1,1,2,1,5,2,1,0,0,1,1,1,3
2099,1,2,1,1,2,4,8,5,4,4,1,1,2,1,1,0,0,1,3,2,1,1,1,5,3,1,0,1,1,1,0,3
2100,1,3,1,1,1,3,8,4,4,5,1,1,1,1,1,1,1,1,6,2,3,1,1,5,2,1,0,1,1,1,1,3
2101,2,2,1,9,4,3,8,5,1,6,2,1,2,0,1,0,0,1,5,2,2,1,1,5,2,1,0,0,1,1,0,3
2102,1,3,1,6,2,2,7,3,1,5,1,3,2,0,0,0,0,1,4,1,3,4,0,4,1,2,0,1,1,1,1,0
2103,2,3,1,1,3,3,8,9,2,5,1,1,2,0,1,0,0,1,5,2,4,1,1,5,2,1,0,0,1,1,1,3
2104,2,1,1,11,2,2,8,9,3,6,1,1,2,0,1,0,1,1,1,1,1,1,1,5,1,1,1,0,1,1,0,0
2105,1,4,1,10,2,6,9,5,4,6,1,1,2,1,1,0,1,1,5,1,2,1,1,5,3,1,1,1,1,1,1,3
2106,1,3,1,1,2,3,9,4,4,6,1,1,1,1,1,1,0,2,3,1,4,4,0,5,2,1,0,1,1,1,1,1
2107,2,2,1,11,3,2,6,7,4,6,1,1,2,1,1,1,1,1,3,2,4,1,1,3,1,1,1,0,1,1,0,0
2108,2,2,1,1,3,3,7,4,4,4,1,2,1,1,1,0,1,1,2,1,1,3,0,4,2,2,0,0,1,1,0,3
2109,1,2,1,1,1,3,6,9,3,6,1,1,2,0,1,0,1,3,3,1,3,4,0,3,2,1,0,1,1,1,0,3
2110,1,2,1,11,1,2,7,6,4,6,1,1,2,0,1,0,0,1,3,2,2,1,1,4,1,1,1,1,1,1,0,0
2111,2,2,1,6,2,3,8,6,2,6,1,2,2,0,1,0,1,1,1,2,3,1,1,5,2,2,0,0,1,1,0,3
2112,2,2,1,1,2,3,7,5,4,6,2,1,2,0,1,0,1,1,1,2,2,1,1,4,2,1,0,0,1,1,0,3
2113,1,2,1,11,3,3,8,6,4,3,1,1,1,1,0,0,0,1,1,1,3,1,1,5,2,1,1,1,1,1,0,3
2114,1,4,1,10,2,3,8,5,4,6,1,2,2,1,1,0,1,1,4,1,2,1,1,5,2,2,1,1,1,1,1,3
2115,1,3,1,5,1,3,9,2,4,6,1,1,2,1,1,1,1,1,1,1,4,1,1,5,2,1,0,1,1,1,1,1
2116,1,3,1,6,3,3,8,9,4,5,1,1,2,0,1,0,0,3,2,2,3,1,1,5,2,1,0,1,1,1,1,3
2117,1,4,1,10,2,3,7,7,4,6,2,1,2,1,1,0,1,1,1,1,1,2,1,4,2,1,1,1,1,1,1,3
2118,1,2,1,1,2,3,7,5,1,6,1,2,1,1,0,1,1,1,4,1,2,4,0,4,2,2,0,1,1,1,0,3
2119,1,4,1,9,1,2,5,9,3,6,2,1,2,1,1,0,1,1,1,1,2,1,1,3,1,1,0,1,1,1,1,0
2120,1,2,1,8,2,3,7,4,4,6,1,1,2,1,1,1,1,1,4,2,2,2,1,4,2,1,0,1,1,1,0,3
2121,1,2,1,1,3,3,7,5,3,5,1,3,2,1,1,0,1,1,5,1,3,1,1,4,2,2,0,1,1,1,0,3
2122,1,3,1,9,3,3,8,3,4,6,1,1,2,1,0,1,0,1,1,1,1,1,1,5,2,1,0,1,1,1,1,3
2123,1,3,1,9,2,3,8,7,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,0,1,1,1,1,3
2124,1,3,1,9,2,3,9,4,4,6,1,1,2,1,1,0,0,1,1,2,4,1,1,5,2,1,0,1,1,1,1,1
2125,1,2,1,9,2,3,7,7,4,4,2,1,2,0,0,0,0,1,6,2,1,1,1,4,2,1,0,1,1,1,0,3
2126,1,2,1,1,1,3,9,7,3,6,1,1,2,0,1,0,1,1,1,1,3,1,1,5,2,1,0,1,1,1,0,1
2127,3,2,1,10,1,3,6,4,2,5,1,3,1,1,1,0,1,1,3,2,2,2,1,3,2,2,1,1,1,1,0,3
2128,1,3,1,9,3,2,8,2,3,3,1,1,1,0,1,0,1,1,1,2,1,1,1,5,1,1,0,1,1,1,1,0
2129,2,3,1,6,2,3,8,2,3,1,1,1,2,0,1,1,0,1,1,1,3,1,1,5,2,1,0,0,0,1,1,3
2130,1,3,1,7,2,3,8,6,4,6,1,2,1,0,1,0,1,1,6,1,2,1,1,5,2,2,0,1,1,1,1,3
2131,2,1,2,12,3,3,8,4,4,6,1,1,2,0,1,1,1,1,4,1,2,2,1,5,2,1,0,0,1,0,0,3
2132,1,3,1,8,3,3,7,7,4,3,1,1,2,1,1,1,1,1,3,2,2,3,0,4,2,1,0,1,1,1,1,3
2133,1,2,1,12,4,2,8,2,4,6,2,1,2,1,1,1,1,1,1,1,2,1,1,5,1,1,0,1,1,1,0,0
2134,1,3,1,12,3,3,8,3,3,6,1,1,2,1,1,0,0,1,2,1,3,1,1,5,2,1,0,1,1,1,1,3
2135,1,2,1,12,2,6,9,1,1,1,1,1,2,1,0,0,0,1,2,2,3,2,1,5,3,1,0,1,0,1,0,3
2136,1,4,1,5,2,3,8,4,3,6,2,1,2,1,0,1,1,1,1,2,3,1,1,5,2,1,0,1,1,1,1,3
2137,2,2,1,6,3,2,7,2,4,6,2,1,2,0,0,0,0,1,1,1,3,1,1,4,1,1,0,0,1,1,0,0
2138,2,2,7,10,4,4,12,4,2,6,1,1,2,0,1,1,1,1,1,1,3,1,1,6,3,1,1,0,1,0,0,2
2139,1,2,1,8,1,3,8,9,2,2,2,3,1,0,1,0,0,1,1,1,3,2,1,5,2,2,0,1,0,1,0,3
2140,1,4,1,12,4,2,7,7,4,6,1,3,1,0,1,0,0,1,1,2,3,2,1,4,1,2,0,1,1,1,1,0
2141,2,3,1,11,3,3,8,1,4,6,1,3,1,1,1,1,1,2,4,2,3,2,1,5,2,2,1,0,1,1,1,3
2142,2,3,1,9,1,5,9,8,4,6,1,1,2,1,1,1,1,1,4,1,3,1,1,5,3,1,0,0,1,1,1,3
2143,1,2,1,4,2,3,9,2,4,6,1,1,2,1,1,1,1,1,5,1,3,1,1,5,2,1,0,1,1,1,0,1
2144,2,4,1,11,2,3,6,9,1,4,1,3,2,1,0,0,1,1,1,2,4,4,0,3,2,2,1,0,1,1,1,3
2145,2,2,15,11,4,4,8,6,4,2,1,3,2,1,1,1,1,1,6,1,3,1,1,5,3,2,1,0,0,0,0,3
2146,1,2,1,5,1,4,6,9,4,5,2,1,2,1,1,0,0,1,1,1,3,1,1,3,3,1,0,1,1,1,0,3
2147,1,3,1,7,3,3,8,9,4,5,1,1,2,0,1,0,0,1,1,2,2,1,1,5,2,1,0,1,1,1,1,3
2148,1,2,2,3,2,4,9,1,2,6,2,1,2,0,0,0,0,1,2,2,2,2,1,5,3,1,0,1,1,0,0,3
2149,1,3,1,1,2,3,8,4,2,6,1,1,2,0,0,0,1,1,1,2,4,1,1,5,2,1,0,1,1,1,1,3
2150,1,2,1,9,3,4,9,3,4,4,1,1,2,0,1,0,1,1,5,1,3,1,1,5,3,1,0,1,1,1,0,3
2151,1,3,1,10,2,3,5,8,4,3,2,2,2,1,1,0,1,1,2,2,1,1,1,3,2,2,1,1,1,1,1,3
2152,1,2,1,7,1,4,8,9,4,6,1,1,2,1,1,0,0,1,4,1,2,2,1,5,3,1,0,1,1,1,0,3
2153,1,2,1,11,3,3,8,9,4,5,2,1,2,0,0,0,0,1,5,1,3,4,0,5,2,1,1,1,1,1,0,3
2154,1,2,1,3,2,3,8,7,4,4,1,1,2,1,1,1,1,1,5,1,1,2,1,5,2,1,0,1,1,1,0,3
2155,1,3,6,7,1,3,8,8,4,6,2,1,2,1,1,1,1,1,6,2,2,1,1,5,2,1,0,1,1,0,1,3
2156,2,2,1,7,2,3,6,6,4,5,2,1,2,0,0,0,0,1,1,2,3,1,1,3,2,1,0,0,1,1,0,3
2157,1,3,1,10,2,3,9,7,4,6,2,1,2,1,1,0,0,1,6,1,1,1,1,5,2,1,1,1,1,1,1,1
2158,1,2,8,10,3,2,5,6,4,5,1,1,2,0,1,0,0,1,1,2,2,1,1,3,1,1,1,1,1,0,0,0
2159,1,2,1,11,2,3,7,7,4,4,2,1,2,0,1,0,0,1,6,2,3,2,1,4,2,1,1,1,1,1,0,3
2160,1,2,1,3,2,2,5,6,1,6,1,3,2,0,1,0,1,1,6,2,4,1,1,3,1,2,0,1,1,1,0,0
2161,1,2,1,10,3,2,8,9,4,5,2,1,2,0,0,0,0,1,1,2,3,1,1,5,1,1,1,1,1,1,0,0
2162,1,3,1,5,3,3,6,2,4,6,1,1,2,1,1,1,1,1,1,2,2,4,0,3,2,1,0,1,1,1,1,3
2163,1,2,1,11,3,2,4,2,4,3,1,1,2,1,1,0,0,1,1,2,4,1,1,2,1,1,1,1,1,1,0,0
2164,1,2,1,7,1,3,7,1,2,6,1,1,2,1,0,0,0,3,1,2,3,1,1,4,2,1,0,1,1,1,0,3
2165,1,2,1,11,2,3,6,7,4,3,1,1,2,1,1,0,0,1,1,1,3,2,1,3,2,1,1,1,1,1,0,3
2166,2,2,1,9,3,3,7,4,4,4,2,3,2,1,1,0,1,2,1,1,2,1,1,4,2,2,0,0,1,1,0,3
2167,1,2,1,11,2,3,8,1,4,2,1,2,2,0,0,0,0,1,1,2,3,1,1,5,2,2,1,1,0,1,0,3
2168,1,2,1,4,2,4,9,7,4,6,1,1,2,0,0,0,0,1,6,2,3,1,1,5,3,1,0,1,1,1,0,3
2169,1,2,1,10,1,3,8,6,4,6,2,1,2,0,1,0,0,1,1,1,3,4,0,5,2,1,1,1,1,1,0,3
2170,1,2,3,3,2,3,8,6,4,6,1,1,2,1,1,1,1,1,5,1,1,1,1,5,2,1,0,1,1,0,0,3
2171,1,3,1,5,2,3,6,7,4,3,2,2,2,0,0,0,1,1,1,1,1,2,1,3,2,2,0,1,1,1,1,3
2172,1,2,3,9,2,2,8,5,4,6,1,3,1,1,1,0,1,1,1,1,2,2,1,5,1,2,0,1,1,0,0,0
2173,1,4,1,7,4,3,7,2,4,6,1,3,2,1,1,0,1,1,1,2,3,1,1,4,2,2,0,1,1,1,1,3
2174,1,2,1,1,3,3,6,5,2,6,1,3,2,0,0,0,1,1,1,2,4,2,1,3,2,2,0,1,1,1,0,3
2175,1,2,1,11,2,3,8,3,4,5,1,3,2,0,0,0,0,3,3,2,3,2,1,5,2,2,1,1,1,1,0,3
2176,3,2,1,4,2,3,8,5,2,4,1,1,2,1,1,0,1,1,5,2,2,1,1,5,2,1,0,1,1,1,0,3
2177,1,2,1,4,2,3,7,5,4,4,1,1,2,1,1,0,1,1,4,2,2,3,0,4,2,1,0,1,1,1,0,3
2178,2,2,1,3,3,2,8,5,4,4,2,3,2,0,0,0,0,1,1,2,2,3,0,5,1,2,0,0,1,1,0,0
2179,1,2,1,2,3,3,8,6,2,6,1,2,2,1,1,0,0,1,3,2,4,1,1,5,2,2,0,1,1,1,0,3
2180,1,2,1,2,2,2,8,3,4,5,2,1,2,1,0,0,1,1,1,2,3,1,1,5,1,1,0,1,1,1,0,0
2181,1,3,1,2,1,3,6,5,4,3,1,2,2,1,1,1,1,2,6,1,1,2,1,3,2,2,0,1,1,1,1,3
2182,1,2,1,10,3,3,8,7,4,6,1,1,2,0,1,0,1,1,1,2,3,1,1,5,2,1,1,1,1,1,0,3
2183,1,3,1,3,1,4,6,8,2,6,1,2,2,1,0,0,1,1,1,2,1,1,1,3,3,2,0,1,1,1,1,3
2184,1,3,1,3,2,3,8,2,4,5,2,1,1,1,1,1,1,1,3,1,2,2,1,5,2,1,0,1,1,1,1,3
2185,1,3,1,2,2,3,8,5,4,6,2,1,2,0,0,0,0,1,1,1,3,1,1,5,2,1,0,1,1,1,1,3
2186,2,2,1,11,2,2,6,5,4,1,2,3,1,1,1,0,1,3,2,1,3,4,0,3,1,2,1,0,0,1,0,0
2187,1,2,1,5,3,3,8,5,4,6,1,2,2,1,1,0,1,1,3,2,1,1,1,5,2,2,0,1,1,1,0,3
2188,1,2,1,8,2,3,7,5,4,3,2,3,1,1,0,0,1,1,1,1,1,4,0,4,2,2,0,1,1,1,0,3
2189,1,3,1,11,3,3,7,8,4,6,2,1,2,1,1,1,1,1,4,1,2,1,1,4,2,1,1,1,1,1,1,3
2190,1,2,1,1,2,3,8,1,4,6,1,1,1,1,1,0,1,1,4,1,2,2,1,5,2,1,0,1,1,1,0,3
2191,1,3,1,8,3,3,8,4,4,6,2,1,2,1,0,0,0,1,4,1,2,1,1,5,2,1,0,1,1,1,1,3
2192,1,2,1,11,2,3,8,5,4,5,2,2,2,1,1,0,1,1,1,1,1,1,1,5,2,2,1,1,1,1,0,3
2193,1,3,1,6,3,3,10,4,4,6,1,2,2,1,1,1,1,1,6,1,2,1,1,6,2,2,0,1,1,1,1,1
2194,1,3,1,5,3,2,8,4,4,5,1,1,2,1,1,0,1,1,1,2,1,1,1,5,1,1,0,1,1,1,1,0
2195,1,2,1,3,2,4,8,9,4,5,1,3,2,1,1,0,1,1,4,2,2,1,1,5,3,2,0,1,1,1,0,3
2196,1,3,3,11,3,5,8,5,4,6,2,3,1,0,1,0,1,1,1,2,2,4,0,5,3,2,1,1,1,0,1,3
2197,1,2,8,11,2,2,8,5,1,6,2,3,1,1,1,0,0,3,1,2,3,4,0,5,1,2,1,1,1,0,0,0
2198,1,4,1,11,2,3,6,9,4,3,2,3,1,0,1,0,0,2,1,1,3,4,0,3,2,2,1,1,1,1,1,3
2199,1,2,1,6,2,3,5,8,3,3,2,1,1,0,0,0,0,1,3,1,1,2,1,3,2,1,0,1,1,1,0,3
2200,2,3,1,4,4,3,6,9,3,5,1,2,1,1,1,1,1,1,1,2,3,4,0,3,2,2,0,0,1,1,1,3
2201,2,3,1,10,2,3,7,7,4,4,1,1,2,1,1,0,1,1,5,2,2,1,1,4,2,1,1,0,1,1,1,3
2202,2,1,1,6,3,3,9,7,1,6,1,1,2,1,1,0,1,1,1,2,1,1,1,5,2,1,0,0,1,1,0,1
2203,1,3,1,10,2,3,8,7,3,6,2,1,2,1,1,0,1,1,6,1,1,1,1,5,2,1,1,1,1,1,1,3
2204,1,2,1,9,2,2,5,5,4,5,1,1,2,1,1,0,0,2,4,2,2,1,1,3,1,1,0,1,1,1,0,0
2205,1,2,1,11,3,3,8,5,4,4,1,1,2,1,1,1,1,1,2,1,3,1,1,5,2,1,1,1,1,1,0,3
2206,2,3,1,6,2,3,7,5,4,4,1,3,1,0,1,1,1,1,3,2,2,1,1,4,2,2,0,0,1,1,1,3
2207,3,3,1,3,4,5,3,2,2,4,2,1,2,0,0,0,0,1,3,2,1,2,1,2,3,1,0,1,1,1,1,3
2208,1,2,1,11,3,2,5,9,4,6,1,1,1,0,1,0,0,2,1,2,4,4,0,3,1,1,1,1,1,1,0,0
2209,1,3,1,2,3,3,5,5,1,6,1,2,2,1,1,1,1,1,1,2,3,1,1,3,2,2,0,1,1,1,1,3
2210,2,2,1,6,1,3,8,4,4,6,1,1,2,1,1,1,1,1,3,1,2,1,1,5,2,1,0,0,1,1,0,3
2211,1,2,1,9,2,3,7,5,4,6,1,1,2,1,1,0,1,2,6,1,1,1,1,4,2,1,0,1,1,1,0,3
2212,2,2,2,12,3,3,5,5,4,3,1,1,1,1,0,0,0,1,4,2,1,1,1,3,2,1,0,0,1,0,0,3
2213,2,3,1,11,3,3,8,7,4,6,1,1,2,0,1,0,1,1,5,1,2,1,1,5,2,1,1,0,1,1,1,3
2214,1,2,1,5,1,5,8,1,4,6,1,1,2,1,1,0,0,1,1,1,3,1,1,5,3,1,0,1,1,1,0,3
2215,1,2,3,5,3,2,7,5,2,6,1,1,2,0,1,0,0,1,3,2,3,1,1,4,1,1,0,1,1,0,0,0
2216,1,3,1,7,1,4,8,2,4,6,1,1,2,0,0,0,1,1,1,1,2,1,1,5,3,1,0,1,1,1,1,3
2217,1,3,1,10,3,3,7,9,4,5,1,3,2,1,1,1,1,1,4,2,3,1,1,4,2,2,1,1,1,1,1,3
2218,2,3,1,11,2,3,7,9,4,5,2,1,2,1,1,0,0,3,1,1,3,1,1,4,2,1,1,0,1,1,1,3
2219,2,3,1,1,2,3,7,7,2,6,2,1,2,0,1,0,1,1,4,2,1,1,1,4,2,1,0,0,1,1,1,3
2220,1,2,8,5,1,2,8,4,4,6,1,1,2,0,1,1,1,1,5,2,2,1,1,5,1,1,0,1,1,0,0,0
2221,1,4,1,11,2,6,8,7,4,5,1,1,2,0,1,0,0,1,7,1,2,1,1,5,3,1,1,1,1,1,1,3
2222,1,2,1,11,2,2,7,3,4,4,1,2,1,0,1,1,1,2,1,2,2,1,1,4,1,2,1,1,1,1,0,0
2223,1,2,1,11,2,3,8,8,4,4,1,1,2,1,1,0,1,1,1,1,3,1,1,5,2,1,1,1,1,1,0,3
2224,1,3,1,11,2,3,7,7,2,6,2,1,2,1,1,0,0,1,6,2,1,1,1,4,2,1,1,1,1,1,1,3
2225,1,3,1,3,3,3,7,9,4,5,1,2,2,0,1,0,1,1,1,1,2,1,1,4,2,2,0,1,1,1,1,3
2226,1,3,1,11,3,4,9,9,2,6,1,3,2,1,1,0,0,1,1,2,2,1,1,5,3,2,1,1,1,1,1,3
2227,2,2,1,5,3,3,8,3,4,6,1,1,2,0,1,0,0,1,1,2,2,1,1,5,2,1,0,0,1,1,0,3
2228,1,3,1,4,2,3,6,3,2,6,2,3,2,0,0,0,0,1,1,2,4,1,1,3,2,2,0,1,1,1,1,3
2229,1,3,1,9,2,3,8,4,4,6,1,2,1,1,1,0,0,1,4,2,2,3,0,5,2,2,0,1,1,1,1,3
2230,1,2,1,7,2,3,5,5,2,6,1,1,2,1,1,0,1,1,1,2,3,1,1,3,2,1,0,1,1,1,0,3
2231,1,3,1,7,2,3,9,3,4,6,1,1,2,0,1,0,0,1,6,2,2,1,1,5,2,1,0,1,1,1,1,1
2232,1,3,1,10,3,3,8,9,4,4,1,2,2,1,1,1,1,1,4,1,1,4,0,5,2,2,1,1,1,1,1,3
2233,1,2,1,10,2,3,7,7,4,3,2,1,2,1,0,0,0,1,2,1,1,1,1,4,2,1,1,1,1,1,0,3
2234,1,3,1,4,3,3,9,3,4,6,1,1,2,1,1,1,1,1,5,1,2,1,1,5,2,1,0,1,1,1,1,1
2235,1,3,1,1,3,3,6,6,1,4,1,1,2,0,0,0,0,1,2,2,3,1,1,3,2,1,0,1,1,1,1,3
2236,1,3,1,6,2,2,8,9,1,6,2,2,2,0,0,0,0,1,1,2,3,1,1,5,1,2,0,1,1,1,1,0
2237,1,3,1,12,2,4,9,3,4,5,1,1,2,1,1,0,1,1,5,1,2,2,1,5,3,1,0,1,1,1,1,3
2238,2,2,1,1,2,4,4,3,4,2,1,1,2,1,1,0,1,1,6,1,3,1,1,2,3,1,0,0,0,1,0,3
2239,2,3,1,2,3,3,8,3,4,6,2,3,2,1,1,0,1,1,6,2,3,1,1,5,2,2,0,0,1,1,1,3
2240,3,3,1,11,2,5,10,6,3,6,1,3,2,1,1,1,0,1,1,1,2,1,1,6,3,2,1,1,1,1,1,3
2241,1,2,1,7,1,5,11,1,3,6,2,2,2,0,1,0,0,1,7,2,2,1,1,6,3,2,0,1,1,1,0,2
2242,1,3,1,4,3,3,10,4,4,6,1,1,2,1,1,1,1,1,1,1,3,1,1,6,2,1,0,1,1,1,1,1
2243,1,2,2,12,2,5,11,9,4,5,1,1,2,1,1,1,1,1,1,1,2,1,1,6,3,1,0,1,1,0,0,2
2244,1,3,2,10,1,5,8,7,4,4,2,1,2,1,0,0,0,1,1,2,3,2,1,5,3,1,1,1,1,0,1,3
2245,1,3,1,10,2,3,8,8,4,5,1,1,2,1,1,0,1,1,1,1,2,1,1,5,2,1,1,1,1,1,1,3
2246,1,2,1,8,2,4,8,5,4,6,1,1,2,1,1,0,1,1,5,1,2,1,1,5,3,1,0,1,1,1,0,3
2247,1,3,3,7,2,5,11,8,4,6,1,1,2,0,1,0,1,1,1,1,3,1,1,6,3,1,0,1,1,0,1,2
2248,1,3,1,3,2,5,10,7,4,6,1,1,2,1,1,0,1,1,7,2,3,1,1,6,3,1,0,1,1,1,1,3
2249,1,3,1,11,2,4,9,6,4,6,1,1,2,0,1,0,1,1,6,2,3,1,1,5,3,1,1,1,1,1,1,3
2250,1,2,1,7,1,5,12,7,4,6,1,1,2,0,1,1,1,1,8,1,2,1,1,6,3,1,0,1,1,1,0,2
2251,1,3,1,6,1,6,11,5,4,6,1,1,2,1,1,0,0,1,1,1,2,1,1,6,3,1,0,1,1,1,1,2
2252,1,2,8,7,1,5,10,8,4,5,1,2,2,1,1,0,1,1,8,1,3,1,1,6,3,2,0,1,1,0,0,3
2253,3,2,1,11,1,6,12,7,3,6,2,1,2,1,1,0,0,1,6,1,2,1,1,6,3,1,1,1,1,1,0,2
2254,1,3,1,9,2,4,8,6,4,5,1,1,2,0,1,0,1,1,6,1,2,1,1,5,3,1,0,1,1,1,1,3
2255,1,3,1,10,4,1,8,3,1,6,2,1,2,0,0,0,0,1,1,2,3,1,1,5,1,1,1,1,1,1,1,0
2256,1,3,1,10,4,1,1,9,1,6,1,1,1,0,0,1,0,1,2,2,3,4,0,1,1,1,1,1,1,1,1,0
2257,1,2,1,4,2,2,4,3,4,3,2,3,2,1,0,0,0,3,2,1,1,4,0,2,1,2,0,1,1,1,0,0
2258,1,1,3,4,4,2,1,3,1,3,1,3,1,0,0,0,0,2,2,2,4,4,0,1,1,2,0,1,1,0,0,0
2259,1,3,3,9,3,2,4,3,1,4,2,2,2,0,1,0,1,1,3,2,3,1,1,2,1,2,0,1,1,0,1,0
2260,2,1,1,5,2,2,2,4,4,6,1,1,2,1,1,0,1,1,5,1,1,1,1,1,1,1,0,0,1,1,0,0
2261,2,2,1,11,4,2,7,3,4,3,1,3,1,1,1,0,0,2,2,1,2,4,0,4,1,2,1,0,1,1,0,0
